unitid,fees09,fees10,fees11,fees12
440448,10400,10680,11107,11320
440457,10400,10680,11107,11320
440466,9800,9840,10234,10840
440484,14212,14317,15020,14982
440536,14592,14826,15188,15915
440545,14592,14826,15188,15915
440572,,,,
440581,,,,
440590,14592,14826,15188,15915
440624,2142,2428,2662,2931
440642,17148,18048,18048,18048
440749,6004,6800,6825,6087
440758,11795,12403,13035,12027
440767,13415,13780,14007,12459
440776,,,,
440794,11294,13480,15450,16412
440828,,,,
440873,11496,10930,10919,11798
440882,9650,11200,10899,12243
440891,10500,11300,11629,12258
440916,,,,
440925,16850,12600,12600,15360
441025,10295,11850,9900,10900
441052,,,,
441070,2040,2040,2040,2040
441089,,,,
441104,,,,
441131,,,,
441159,,,,
441186,4260,4464,5706,5706
441201,12268,12772,12024,12024
441229,19275,21275,33350,33350
441238,,,,
441308,,,,
441371,,,,
441478,,,,
441487,16419,16992,16360,15590
441502,14344,15468,15468,16148
441511,4650,4900,4900,4900
441609,8000,8000,9000,9850
441636,11835,11930,11930,15353
441742,,,,
441760,3356,3422,3579,3915
441858,,,,
441900,3248,3563,4006,4498
441919,,,,
441928,11815,11800,12916,13701
441937,4881,5070,6316,6216
441955,17148,18048,18048,18048
441964,17148,18048,18048,18048
441973,18308,18648,18948,18948
441982,38045,40925,41950,42975
442000,,,,
442037,,,,
442046,,,,
442064,,,,
442134,,,,
442143,10400,10680,11107,11320
442152,10400,9480,9859,10240
442161,10160,10440,10858,11320
442170,9800,9480,9859,10240
442189,11000,9480,9859,10240
442222,12612,13332,12612,12685
442231,16091,15771,13947,12912
442295,,,,
442310,13418,15750,14688,14688
442338,17148,18048,18048,18048
442347,17148,18048,18048,18048
442356,15650,16480,17860,20150
442365,14592,14826,15188,15915
442383,11725,11725,11725,11825
442392,,,,
442408,10250,10728,11650,12164
442426,25035,26200,25000,25365
442435,7490,7850,8260,8260
442444,14880,14880,15325,17795
442499,13053,13825,14498,13527
442505,13053,13825,14498,13491
442569,6390,6390,6390,6510
442578,14940,15660,15660,15300
442602,,,,
442639,16020,10705,11680,12760
442684,16100,14900,16100,16100
442718,12160,12565,12792,11919
442745,13095,13650,13650,14240
442781,1080,1354,1354,1354
442790,12250,13599,14976,14976
442806,,,,
442824,14592,14826,15188,15915
442842,11913,11974,12335,12257
442879,,,,
442897,,,,10300
442930,,,,
442949,,,,
443049,6135,6585,7560,7560
443058,5110,5310,5460,5610
443076,,,,
443128,,,,
443270,14176,14176,15064,15664
443331,32075,33544,32702,31692
443340,8645,8595,9035,9170
443368,,,,
443377,14499,15026,15754,16261
443410,19200,20760,25160,25760
443438,12995,14250,14450,14895
443456,11000,9480,9859,10240
443465,9800,9840,10234,10240
443474,9800,10440,10858,10240
443492,3652,3652,3720,3860
443526,17148,18048,18048,18048
443535,17148,18048,18048,18048
443544,9800,10440,10858,10840
443599,8920,8920,8920,9880
443623,14754,14662,13494,12567
443650,9684,10080,10992,10692
443687,13958,14227,14923,14982
443696,,,,
443702,,,,
443711,,,,
443739,,,,12972
443748,14202,15062,13536,13572
443766,13395,14310,15480,14985
443784,13395,14085,14805,14985
443827,,,,
443836,,,,
443854,16333,17307,14976,14976
443881,9800,10440,10858,10840
443890,9890,10440,10858,10840
443906,11000,11520,11981,12400
443924,8960,9480,9859,10240
443988,,,,
443997,14592,14826,15188,15915
444024,13963,15661,11736,11736
444033,14592,14826,15188,15915
444060,13053,13825,14498,12496
444088,,,,
444103,,,,
444121,13950,14745,15995,15995
444130,,,,
444158,11660,11660,12760,12368
444167,7020,7380,7560,7740
444219,654,644,972,1104
444255,14160,15120,18100,18000
444343,,,,
444361,,,,
444389,,,,
444398,5700,6000,6600,6600
444413,8450,8775,6900,7500
444477,,,,
444547,7300,7800,8700,8800
444565,25400,16975,16975,16052
444574,,,,
444699,,,,
444714,,,,
444723,11920,11880,12480,12720
444778,6450,7020,7550,7950
444787,,,,
444927,18162,17316,17616,17616
444954,2856,2856,2952,2952
444972,12867,12867,12867,15547
444990,,,,
445009,,,,
445018,2956,2956,3082,3236
445027,11000,11700,13050,14043
445072,13958,14227,14923,14982
445081,17148,18048,18048,18048
445090,12900,14125,15525,13240
445115,17914,16590,14114,12567
445124,12825,12825,12825,15200
445133,14760,15015,14070,14674
445142,13772,13772,14372,16070
445188,9101,11030,13070,13070
445197,14391,15263,14976,14976
445203,13950,14745,14995,15995
445230,,,,
445249,13950,14745,15495,15995
445258,,,,
445267,,,,
445276,13958,14227,14923,14520
445300,11480,9480,9859,10240
445319,11000,11520,11981,12400
445328,,,,
445337,,,,
445346,,,,
445355,,,,
445391,9320,9480,9859,10240
445407,14592,14826,15188,15915
445416,14560,15372,15372,15372
445434,13428,14328,14976,14976
445452,,,,
445470,12600,14004,14688,14440
445559,11450,12010,11738,12128
445601,,,,13160
445610,,,,14563
445674,3504,3504,3934,3934
445692,23100,23100,23100,23100
445708,23490,24429,25407,26412
445717,11480,11520,11981,11320
445726,12700,13450,13782,13841
445735,,,,
445744,,,,
445753,12739,13483,13483,13466
445762,13447,13447,13447,18007
445814,,,,
445869,,,,
445920,14940,15660,15660,15300
445939,14940,15660,15660,15300
445948,,,,
446002,,,,
446039,,,,
446048,17745,18625,20090,21496
446093,,,,
446127,,,,9925
446136,,,,
446163,10298,10298,10298,11088
446233,15050,15140,15140,15140
446385,18093,20970,21000,22575
446394,4590,4590,4590,4590
446446,13867,13867,13867,15027
446552,,,,
446561,,,,
446598,11045,11450,15010,15010
446604,5500,6500,7300,8500
446613,7720,8868,7152,7152
446640,18000,19500,22500,23900
446668,16812,17441,17616,17616
446677,12813,15024,15790,16795
446701,9320,9480,9859,10240
446710,9320,9480,9859,10240
446729,9320,10440,10858,10240
446738,10400,10680,11107,11320
446747,10400,10680,11107,11320
446756,11000,9480,9859,10240
446765,9800,10440,10858,10240
446774,3072,3072,3120,3120
446792,18400,14850,14580,14933
446808,13935,13935,13935,15055
446817,12975,12975,12975,12700
446835,17121,16468,14170,12912
446844,19875,17086,14348,12868
446880,10535,9140,9549,9549
446899,17148,18048,18048,18048
446905,17148,18048,18048,18048
446914,17148,18048,18048,18048
446923,17148,18048,18048,18048
446932,,,,
446978,,,,
447014,,,,
447050,,,,
447069,14298,14575,15291,14896
447102,,,,
447120,,,,
447236,15024,15024,12420,12420
447263,19452,22715,26911,25174
447272,12612,13332,12612,12685
447290,11186,13488,13889,14796
447351,12550,12925,14225,15528
447360,2525,3007,3035,13000
447379,,,,
447388,,,,
447421,13568,13967,13967,14668
447458,20100,21290,22625,23302
447476,14244,14244,15022,18000
447485,14592,14826,15188,15915
447582,2878,2878,3080,3234
447625,13608,13608,13568,14886
447634,,,,
447652,9800,10440,10858,10840
447661,9800,10440,10858,11320
447670,14940,15660,15660,15300
447689,4380,4330,5290,5082
447698,,,,
447768,,,,
447777,,,,
447801,,,,
447847,59025,59850,59850,63073
447935,10890,11775,12288,11185
447953,7830,9120,9120,7946
448114,,,,
448239,,,,
448284,,,,
448309,7835,7980,8100,8160
448336,,,,
448345,16912,17416,17616,17616
448354,,,,
448372,13030,13415,18725,21560
448381,,,,
448415,13234,14434,14781,15648
448442,17148,18048,18048,18048
448451,17148,18048,18048,18048
448460,17148,18048,18048,18048
448479,17148,18048,18048,18048
448488,17148,18048,18048,18048
448497,17148,18048,18048,18048
448503,17148,18048,18048,18048
448512,17148,18048,18048,18048
448521,9320,9480,9859,10240
448530,8960,9480,9859,10240
448549,,,,
448558,8960,9480,9859,10240
448567,8960,9480,9859,10240
448576,18208,18748,18948,18948
448585,12160,12565,12792,11919
448594,624,624,864,1380
448600,8550,8982,9414,10170
448628,14298,14575,15291,15888
448637,,,,
448655,,,,
448664,10930,10930,10800,10800
448673,13200,13560,12640,12650
448691,,,,
448734,12612,13332,12612,12685
448752,12813,15024,15790,16795
448761,12813,15024,15790,16154
448789,,,,
448804,,,,
448822,11480,9480,9859,10240
448831,11480,9480,9859,10240
448840,3713,4615,5200,5716
448859,14290,14984,15754,16261
448877,14592,14826,15188,15915
449010,17042,17546,17796,17796
449038,13395,14085,14805,14985
449074,,,,
449083,11800,11800,11800,13070
449092,12086,12086,12086,13070
449117,10129,10597,10659,10659
449126,11943,12672,12024,12024
449302,14150,14480,16710,18000
449339,6000,6000,6000,6400
449348,3035,3225,3225,3225
449454,,,,
449481,,,,
449506,,,,
449524,10073,10073,11792,6775
449579,,,,
449612,,,,14075
449658,8200,8200,8700,8700
449764,15800,17400,20000,21000
449870,8016,8300,8540,8900
449889,,,,
449898,14685,15285,15910,16360
449922,,,,
449931,7755,8115,8520,9100
450003,11880,12634,12024,12024
450049,17450,17488,17688,17688
450058,13437,12919,12315,12308
450067,12725,17518,18743,20853
450085,17042,17596,17796,17796
450094,18108,18648,19018,18948
450128,14344,14344,15984,15345
450155,,,,13498
450173,,,,
450191,11812,12400,13240,13240
450207,17148,18048,18048,18048
450216,17148,18048,18048,18048
450225,17148,18048,18048,18048
450234,17148,18048,18048,18048
450243,17148,18048,18048,18048
450252,17148,18048,18048,18048
450261,17148,18048,18048,18048
450270,17148,18048,18048,18048
450289,15716,16500,13240,13240
450298,13395,14085,14805,14985
450304,,,,
450377,13395,14085,14625,14985
450401,,,,
450429,14940,15660,14760,14400
450447,11950,12850,12850,15840
450456,9800,10440,10858,11320
450465,11900,11900,11900,11760
450474,8960,9480,9859,10240
450483,11000,9480,9859,10240
450492,9890,10440,10858,10840
450508,14592,14826,15188,15915
450517,14592,14826,15188,15915
450526,12612,13332,12612,12685
450535,12612,13068,12612,12685
450544,12612,13332,12612,12685
450571,13200,13560,12640,12650
450696,,,,
450702,,,,
450766,,,,
450933,4775,4895,4895,4895
450942,,,,
450979,,6120,6120,6120
451060,15558,13968,13968,13968
451079,,,,
451088,,,,
451103,,,,
451112,,,,
451130,,,,
451370,9400,10000,10200,10200
451398,11150,11800,11800,11800
451404,5350,5700,6200,6750
451510,,,,
451556,11000,12500,13000,13000
451608,11530,12540,13590,20090
451662,17728,17952,18520,18764
451671,,,,
451680,,,,
451699,9419,11357,11775,12672
451705,12813,15024,15790,16214
451750,14705,15155,15605,16085
451769,14940,15660,15660,15300
451796,17284,17388,17688,17688
451820,17264,17568,17768,17808
451848,18258,18748,18748,18758
451857,13950,14745,14995,15995
451866,13950,14745,15995,15995
451875,11350,11755,12833,12459
451884,12160,12565,12792,11919
451909,12280,12880,13370,14550
451936,17148,18048,18048,18048
451945,17148,18048,18048,18048
451954,17148,18048,18048,18048
451963,17148,18048,18048,18048
451972,17148,18048,18048,18048
451981,17148,18048,18048,18048
451990,17148,18048,18048,18048
452018,17164,17668,17668,17678
452027,16380,16934,17184,17328
452054,17800,17714,16743,15768
452063,12086,13714,12822,12912
452090,12612,13332,12612,12685
452115,12100,12100,12100,12483
452124,12995,12894,13273,14867
452133,,,,
452373,10779,11175,11682,12186
452948,,,,
453109,13041,13700,13470,13848
453127,13395,14085,14805,14985
453163,13395,14085,14805,14985
453215,13395,14085,14805,14985
453349,,,,
453455,8119,10489,11101,11544
453464,8119,10489,11101,11544
453473,8119,10489,11101,11544
453482,8119,10489,11101,11436
453747,8140,8140,8140,8140
453817,,,,
454175,,,,
454184,25000,27350,29240,29240
454209,14592,14826,15188,15915
454218,,,,
454227,14580,14820,16100,16960
454236,14580,14820,16490,16960
454245,14580,14820,16100,16960
454306,,,,
454403,,,,
454412,,,,
454421,,,,
454430,,,,
454449,,,,
454458,28782,17500,28800,14415
454582,,,,11020
454591,14940,15660,14760,14400
454616,19440,24300,24300,16560
454625,11812,12400,13240,11895
454689,6395,6845,7395,7400
454698,10390,11400,13373,12800
454740,6260,6714,6789,6714
454829,,,,6150
454838,,,,
454856,13421,15379,14831,15295
454865,,,,
454883,,,,
455099,,,,
455114,2856,3096,3264,3264
455169,,,,
455178,,,,
455196,,,,
455257,5450,5700,6200,7000
455390,,,,
455406,,,,
455433,,,,
455479,12125,12720,13730,12716
455488,12100,12745,13839,20173
455512,624,752,976,1144
455567,11850,9850,9818,11018
455585,14940,15660,15660,15300
455600,9432,11082,11479,12384
455619,9432,9462,9540,12024
455628,22068,24060,25300,26000
455646,14150,15295,16710,18000
455655,10427,10895,10623,10748
455664,,,,
455673,9860,9860,9875,9875
455682,,,,
455716,16808,15519,17620,4505
455770,19156,20444,21444,22686
455804,,,,
455813,,,,
455983,,,,
455992,,,,
456010,17217,17721,17646,17661
456038,,,,
456056,16417,17244,17259,13330
456180,11000,11350,13471,13801
456205,9774,10263,10695,10695
456278,10500,11750,13325,12020
456296,12600,12600,12600,14400
456311,9673,13068,13348,15839
456348,18732,19812,19812,18885
456357,13234,14434,14781,15648
456366,13234,14434,14781,15648
456375,13234,14434,13644,15648
456393,17148,18048,18048,18048
456409,17148,18048,18048,18048
456418,17148,18048,18048,18048
456427,17148,18048,18048,18048
456436,17148,18048,18048,18048
456445,17148,18048,18048,18048
456454,12730,16160,12684,13555
456481,11790,11820,11895,11895
456490,10770,10920,10920,10920
456542,,,,
456612,8976,10812,11108,12024
456621,,,,
456630,13395,14085,14805,14985
456667,13395,14085,14805,14985
456782,14040,15660,15660,15300
456791,8974,10809,11108,12024
456807,14940,15660,15660,15300
456816,14940,15660,15660,15300
456834,14940,15660,15660,15300
456852,14880,14880,15325,16658
456940,12650,12700,12850,13598
456959,11350,12102,12692,13106
456977,12010,12010,12010,13070
456995,13977,14346,14346,14987
457004,8149,10489,11101,11544
457022,15620,10400,10560,10660
457101,,,,
457110,,,,
457129,14580,14820,16100,16960
457183,,,,
457226,17040,17040,6340,6340
457271,,,,
457299,,,,
457402,,,,
457484,5610,6392,7592,8280
457527,,,,
457688,,,,
457697,,,,6000
458113,3775,4525,6075,6830
458140,11975,11975,13050,13050
458159,,,,
458186,,,,
458210,34075,36075,33025,31610
458229,32075,33544,32703,31514
458238,,,,
458247,,,,
458256,11812,12400,13240,13140
458283,,,,
458371,,,,
458405,10305,10305,10125,10737
458432,,12135,13215,16050
458441,9870,10410,10015,10015
458496,17092,17596,17796,17796
458502,14705,15155,15605,16085
458511,,,,
458557,15570,16290,16790,16790
458593,16760,16760,17620,17620
458609,10815,13024,14251,15753
458618,13513,13513,14113,15750
458636,15000,15000,12317,14555
458645,,,,15959
458654,10219,10219,13536,15873
458663,15168,15321,15476,15772
458681,18610,19260,19957,19957
458690,,,,
458706,,,,
458715,,,,
458733,14940,15660,15660,15300
458742,14940,15660,16200,15300
458751,,15660,15660,15300
458760,14940,15660,15660,15300
458779,14940,15660,15660,15300
458797,,,,
458885,13395,14085,14805,14985
458919,13395,14085,14805,14985
458937,13395,14085,14805,14985
458955,13395,14085,14805,14985
458964,13395,14085,14805,14985
458973,,14085,14805,14985
458982,,17618,17868,17868
458991,14490,15660,15660,15300
459091,,14760,14760,14400
459107,,15155,15605,16085
459204,21832,21630,23071,14567
459222,,,,
459259,14685,15285,15910,16360
459268,14685,15285,15910,16360
459356,,,,
459417,25410,20405,20405,20405
459587,17148,18048,18048,18048
459596,17148,18048,18048,18048
459602,17148,18048,18048,18048
459611,17148,18048,18048,18048
459620,17148,18048,18048,18048
459639,17148,18048,18048,18048
459648,17148,18048,18048,18048
459657,17148,18048,18048,18048
459666,17148,18048,18048,18048
459675,17148,18048,18048,18048
459684,17148,18048,18048,18048
459693,17148,18048,18048,18048
459709,17148,18048,18048,18048
459718,17148,18048,18048,18048
459727,15100,15660,15900,16260
459736,,,,
459745,,,,
459815,,,,
459824,,,,
459833,,10489,11101,11436
459842,10422,10422,11040,11150
459851,,10062,11040,11150
459930,,13095,13095,13020
459994,13395,14085,14805,14985
460020,14024,14697,15990,16526
460039,8079,10023,11288,12384
460048,7946,9850,10181,11088
460075,,,,
460136,,,,
460181,,,,
460190,,,,
460206,,,,
460215,,12600,13140,13140
460349,,,,
460358,,16007,14976,14976
460394,,817,1117,1413
460464,,814,1114,1407
460473,15570,16290,17970,18000
460613,,11160,11479,12384
460668,,,,12934
460729,,,,
460738,8215,9085,9085,9325
460747,25250,25250,25250,25250
460774,,13169,13460,12586
460783,,,14250,14250
460817,,9900,10080,10080
460826,,,10125,10125
460835,,,10422,10422
460844,,12400,13240,13240
460853,,12400,13240,12250
460871,,,16100,16960
460899,12813,15024,15790,16618
460923,,35140,35140,4480
460941,,,,
461005,,14600,14600,12976
461014,12246,12246,12246,11304
461023,5691,5691,5691,6795
461032,3960,4700,4725,5160
461069,,,,
461120,,,,
461139,,,,
461148,,,,
461236,4360,5010,5010,5010
461281,4488,4488,4688,6320
461315,2350,2350,2360,2660
461485,3455,4055,4250,6450
461528,1820,2450,2450,3445
461643,,,,
461759,3210,3210,4620,4620
461777,8250,8250,8750,9750
461795,,10950,10950,11700
461847,11550,12650,13500,13400
461883,5715,7400,7400,7400
461953,6360,14700,14700,15035
462044,,,,
462080,,,,
462099,,,,
462105,,,,
462114,,,,
462123,,,,
462132,,,,
462141,,,,
462150,,,,
462169,,,,
462178,,,,
462187,,,,
462196,,,,
462202,,,,
462211,,,,
462220,,,,
462239,,18950,19050,19700
462257,,11700,13325,12020
462266,,,13325,12020
462354,20250,21750,22200,24300
462363,,,18048,18048
462372,,,18048,18048
462390,,,9859,10240
462406,,,9859,10240
465812,8243,9133,9656,12696
466152,,12565,12792,11919
466161,,12565,13238,12135
466170,,12565,12792,11919
466189,,12565,13238,12135
466514,,15660,15660,15300
466523,,,,
466921,14580,14820,16490,16940
466930,,,16100,16960
467058,,,18048,18048
467368,,,,
467793,,14760,14760,14400
468006,,,,
468015,17239,17618,17868,17868
468024,,15285,15910,16360
468398,,,13215,16050
469188,,13554,13691,11136
469568,,,,16192
469629,,,,
469975,,,,
470092,,17646,17796,17796
470162,,11160,11275,12060
470852,,,18048,18048
470861,,,18048,18048
470870,,,18048,18048
470889,,,18048,18048
470898,,,18048,18048
470904,,,18048,18048
474702,,,9869,10240
474863,,13500,13950,14400
474881,,23438,23438,22211
474890,12813,15024,15790,16154
474906,12813,15024,15790,16795
474951,,,9859,10240
474960,,,9859,10240
474979,,,9859,10240
475033,,,,
475042,,,10800,12024
475051,,,,15877
475060,,,9225,9225
475079,,10500,10500,10500
475121,13171,13567,13567,14647
475130,,,,
475176,,,15780,17351
475185,1669,1794,1794,1880
475194,,,10335,10335
475200,,,,
475228,,,,
475237,2500,2500,2500,2500
475246,,,,
475273,,,,
475291,17716,15921,17100,15899
475352,,,13240,13240
475370,4480,4480,4480,4480
475422,8566,8619,8668,8890
475477,,,13200,15020
475495,,,,
475510,,,,
475565,,,,4242
475583,,,,
475592,,,,13240
475608,6532,6934,6934,6934
475617,,,,13240
475635,21638,21638,21638,21638
475699,,,15605,16085
475714,,,,
475732,,,,16960
475741,,,,16960
475787,568,568,568,568
475839,,6290,6290,6650
475857,,,,
475866,,,,13240
475875,13395,14085,14805,14985
475884,,,,14220
476072,,,,11150
476203,,,,15787
476319,12813,15024,15790,16154
476337,,,,
476382,,,,
476391,,,,
476601,11000,11000,11000,11500
476692,10000,10000,10900,11000
476717,6000,6600,6600,7100
476948,,,,
476975,,,,
477011,,,,14985
477020,,,,14985
477039,,,,24675
477950,,,15858,16795
477996,,,,12459
478005,,,,12459
478014,,,,12459
479549,,,18048,18048
479558,,,18048,18048
479567,,,18048,18048
479576,,,18048,18048
479585,,,18048,18048
479594,,,18048,18048
479600,,,18048,18048
479619,,,18048,18048
479628,,,18048,18048
479637,,,18048,18048
479646,,,18048,18048
479655,,,18048,18048
479664,,,18048,18048
479770,,,,10240
479956,,,,12962
480064,,,,10755
480073,,,,16360
480082,,,,16360
480091,11771,12131,12491,12875
480107,,,,13240
480116,,,,
480134,,,,
480143,,,,
480152,,,,
480189,13722,14399,15110,15583
480198,16125,16985,17630,18275
480204,,,,17991
480301,,,,
480444,,,7750,7750
480480,,,,11544
480499,4250,4250,4250,4250
480505,,,10300,10300
480514,11540,11540,11540,11540
480569,,,,
