unitid,fees09,fees10,fees11,fees12
190628,3492,3492,3942,4242
190637,4940,4940,5508,5808
190646,4902,4902,5432,5732
190655,4939,4939,5469,5769
190664,5047,5077,5607,5907
190673,3490,3490,3940,4240
190682,,,,
190691,4912,4912,5496,5796
190716,20030,21060,21760,22240
190725,20720,21460,22310,23130
190734,,,,
190761,21120,21990,22940,23970
190770,22850,24880,25908,27124
190840,3320,3320,3320,3520
190956,6837,7635,7855,8301
190974,11980,13600,14140,14500
190983,34850,35900,36950,38150
191083,3640,3690,4030,4444
191126,4164,4164,4459,4790
191199,3706,3738,3894,4068
191205,17750,18750,19570,20170
191241,36882,38602,40292,42057
191302,3738,3738,3838,4034
191320,,,,
191339,3720,3720,3720,3900
191515,39760,41280,42640,44350
191533,33330,34630,36040,37460
191597,,,,16693
191612,3760,3920,4140,4240
191621,17990,18530,18940,19440
191630,40235,41710,42915,44438
191649,30130,31800,34150,35950
191676,24440,25360,26094,26924
191719,3844,4150,4476,4614
191764,8180,8180,8230,7940
191931,27500,28850,30192,31540
191959,14600,15200,15200,15650
191968,32060,33630,35278,37000
191986,4140,4230,4410,4610
192004,10800,10900,11100,11400
192022,3694,3858,4119,4277
192040,15000,15940,16690,17470
192110,30500,32180,33630,35140
192156,10959,10030,11208,10000
192165,5500,5800,6900,7800
192192,22880,24010,25235,26505
192244,,,,
192271,20425,21475,22225,22995
192323,25780,27340,28380,29460
192439,28730,30162,31606,32818
192448,28768,30210,31646,32862
192457,,,,
192475,,,,
192509,14124,14124,14124,14124
192554,,,,
192563,,,,
192624,7350,7700,8400,9100
192688,14295,14295,14295,12433
192703,26718,26920,29700,32535
192712,31875,32815,33835,35140
192749,32760,34350,35370,35370
192785,9320,9720,10120,10520
192819,26695,27740,28890,30090
192864,22656,23536,24708,25648
192925,19590,20570,21598,22678
192961,7594,8033,9261,9034
193016,16490,17010,17360,17556
193052,8050,8550,9050,9900
193061,7875,7875,8600,8600
193070,7900,8400,8900,9400
193201,8976,9462,9462,9456
193247,4700,4700,4700,5125
193283,3774,3870,4010,4130
193292,20780,22130,23300,24420
193308,11744,12200,12440,12848
193317,,,,
193326,3339,3529,3689,3772
193353,21930,23300,24410,25340
193380,8220,10252,11402,11402
193399,25710,26910,27810,29170
193405,,,,
193478,3927,4037,4495,4495
193584,25286,26334,27422,28330
193645,26426,28010,29100,30380
193654,35208,36729,38198,39368
193751,,,,
193821,,,,
193830,,,,
193894,,,,
193900,38765,40082,41606,43204
193946,3750,3800,3958,4040
193973,24700,25650,26400,27230
194028,4460,4565,4735,4735
194073,,,,
194091,24140,25470,27290,28940
194116,16830,18920,19774,23026
194161,19500,20500,21500,22500
194189,7450,7815,8100,8300
194204,10860,10960,11660,12060
194222,3922,4244,4484,4634
194240,3894,4124,4336,4548
194310,32816,33702,35032,36614
194392,22095,22985,23695,24408
194499,11350,11350,11350,11350
194541,34420,36284,37882,39566
194569,14077,13910,11990,11940
194578,34880,36790,38980,41092
194611,9230,9730,9805,9805
194657,9750,10850,10850,11400
194666,6160,7560,8960,8960
194675,7000,7500,8000,8000
194693,9100,9550,10050,10550
194718,5400,5650,6200,6675
194736,8300,8600,8800,9150
194763,6000,7000,8000,8000
194824,39165,40680,42704,44475
194958,23446,24369,25322,26324
194967,12744,12744,12744,12744
195003,29283,30717,32037,33258
195030,38690,40282,41826,43666
195049,,,,
195058,3642,3785,3985,4360
195128,27790,27850,28000,28000
195155,,,,
195164,25885,26895,27890,28727
195173,16600,17280,18100,19200
195191,13480,15380,16210,16992
195216,39765,41155,42735,44400
195234,23092,24138,25464,26622
195243,21170,22410,23720,25110
195289,7594,8599,9264,9682
195304,41968,43564,45212,46924
195322,3402,3533,3681,3743
195429,,,,
195438,8000,9000,9000,9000
195474,25285,26510,29295,30200
195492,10600,10600,10600,11050
195526,40420,41184,42380,44170
195544,16775,17565,18425,20125
195571,,,,
195580,,,,
195687,12480,12480,13750,14000
195720,24320,25270,26260,27370
195784,17076,18145,19615,20640
195809,30040,31980,33875,35520
195827,,,,
195845,11670,12120,12600,12900
195988,4080,4376,4742,5066
196006,6162,6218,6542,6874
196015,6269,6297,6539,6859
196024,6360,6405,6780,7090
196033,7558,7672,7768,8262
196042,6030,6093,6444,6793
196051,6530,6522,7520,8277
196060,6748,6830,7172,7525
196079,6761,6881,7216,7645
196088,7013,7136,7482,7989
196097,6488,6580,6994,7560
196103,5891,5941,6269,6593
196112,6090,6114,6439,6764
196121,6108,6176,6508,6881
196130,6007,6053,6353,6694
196149,6145,6215,6574,6942
196158,6259,6333,6688,7058
196167,6326,6401,6758,7068
196176,6081,6135,6458,6758
196185,6172,6231,6559,6896
196194,6156,6186,6510,6841
196200,6124,6183,6506,6842
196219,6465,6504,6829,7230
196228,,,,
196237,5797,5966,6324,6624
196246,6090,6164,6502,6828
196255,,,,
196264,5195,5195,5545,5915
196291,6090,6157,6457,6782
196307,,,,
196389,9630,11375,11905,12385
196413,34926,36302,37668,39004
196431,6400,6800,7400,8100
196440,5000,5000,5000,5000
196468,,,,
196477,11750,12550,12550,13240
196565,4231,4411,4615,4871
196583,8950,9250,9550,10150
196592,13600,14050,14550,14850
196653,12292,13010,13900,14720
196680,,,,
196699,4214,4408,4628,4800
196866,40524,42042,43602,45219
196884,,,,
197018,7000,8000,9000,10800
197027,0,0,0,0
197036,0,0,0,0
197045,27284,28620,29996,31930
197081,11760,12100,12470,12865
197133,41930,43190,44705,46270
197142,14870,15750,16800,17600
197151,26800,28140,29500,31030
197197,32580,34100,35820,37540
197221,,,,0
197230,29680,32180,33410,34700
197285,18585,19260,20070,20610
197294,3913,4213,4513,4703
197522,16080,16440,16640,16820
197601,6250,6500,6900,7600
197610,6500,7000,7500,8100
197647,9400,9400,9400,10200
197674,6700,7000,7300,7600
197692,12750,13200,13650,14160
197708,32094,33050,35200,36500
197735,5700,5850,6400,7000
197744,9900,9900,10800,10800
197814,1690,1909,2229,1998
197832,16666,17028,17328,17328
197850,1738,1946,2276,2356
197869,4491,5251,5538,6059
197887,1255,1609,1875,1939
197911,20648,21784,22982,24180
197966,1664,1872,2192,2272
197984,22512,24403,26182,27622
197993,15234,15844,16794,16794
198011,1683,1879,2201,2281
198039,1695,1893,2213,2293
198066,20900,22250,22860,23900
198084,1700,1908,2228,2308
198109,9950,10290,10740,11010
198118,1656,1872,2204,2274
198136,21440,22520,24720,25000
198154,1737,1941,2265,2345
198206,1716,1931,2261,2271
198215,23740,25160,25160,26040
198233,1773,1895,2215,2381
198242,15225,16200,17100,18025
198251,1688,1896,2216,2296
198260,1798,2024,2450,2481
198303,19140,20070,21020,21950
198321,1665,1873,2222,2222
198330,1630,1838,2158,2238
198367,1316,1472,1712,1772
198376,1310,1466,1726,1786
198385,35124,36683,38866,40809
198419,38741,40243,41938,43623
198455,1680,1888,2220,1840
198464,4477,4797,5364,5869
198491,1672,1880,2200,2280
198507,3031,3640,3814,4150
198516,25489,26827,27881,28980
198534,1660,1898,2218,2298
198543,3177,3476,4109,4324
198552,1478,1524,1654,1728
198561,21170,22410,23510,24450
198570,1776,1984,2400,2480
198598,23347,24070,24970,25600
198613,27450,28800,30430,31380
198622,1773,1981,2314,2382
198640,1718,1930,2250,2325
198668,1701,1909,2234,2234
198677,6840,7080,7140,7440
198695,,,,
198710,1638,1846,2166,2262
198729,1670,1878,2198,2278
198747,10730,10730,8890,8890
198756,15754,16542,17368,18236
198774,1697,1905,2225,2305
198808,21875,22414,22564,23950
198817,1703,1703,2019,2327
198835,24200,25290,26524,27718
198862,13658,14358,15408,15408
198871,13915,14336,14722,14944
198899,20849,21997,23318,24536
198905,1340,1340,1394,1394
198914,1696,1904,2243,2337
198923,1668,1876,1724,1716
198950,24490,26200,27770,29186
198969,22970,24148,25550,27070
198978,9864,10440,10485,10485
198987,1670,1878,2201,2281
199023,1665,1873,2203,2283
199032,20676,22292,23198,22784
199069,14446,15500,16300,16800
199087,1728,1914,2244,2328
199102,3696,4416,4668,5059
199111,4330,4729,5393,5916
199120,5625,6665,7009,7693
199139,4427,5138,5440,5873
199148,4234,4973,5765,6136
199157,3922,4561,4801,5200
199175,,,,
199184,5449,6453,6908,7558
199193,5475,6529,7018,7788
199209,21780,23050,24890,25760
199218,4873,5322,5672,6199
199263,1635,1843,2164,2246
199272,24158,25258,25886,23900
199281,3736,4140,4643,4857
199306,19390,20577,21625,22900
199315,11960,11220,11220,12340
199324,1549,1857,2221,2301
199333,1686,1980,1979,1979
199412,22730,23752,25356,27576
199421,1266,1422,1670,1730
199449,1658,1866,2186,2272
199458,10320,10768,11200,11680
199467,1701,1909,2229,2309
199476,1554,2132,2132,2132
199485,1716,1924,2244,1772
199494,1702,1920,2250,2340
199582,15690,17160,17160,17160
199607,21380,21965,22720,23839
199625,1676,1884,2204,2285
199634,1697,1697,2002,2322
199643,11696,12580,13226,14414
199698,21190,21614,21614,22674
199722,1299,1455,2227,2416
199731,1465,1873,1946,2016
199740,1720,1928,2248,2328
199768,1703,1913,2236,2419
199786,1630,1838,2158,2160
199795,1659,1867,2187,2267
199838,1286,1454,1694,1766
199847,38622,39970,41576,43200
199856,1682,1890,2210,2380
199865,24196,25626,26675,27740
199892,1672,1880,2220,2300
199908,1627,1874,2155,2235
199926,1719,1927,2248,2328
199953,1687,1907,2233,2313
199962,20140,21140,22180,23845
199971,3385,3385,3785,4150
199999,3522,4088,4584,4941
200004,4330,5124,5387,5925
200013,13200,13560,12640,12650
200022,3356,3356,3334,3325
200059,5249,5393,5608,5718
200086,3340,4210,4210,4210
200156,16006,16780,17270,17870
200192,3908,3908,3908,3908
200208,2480,2480,2770,3300
200217,12584,13024,13424,13876
200226,5793,5937,6084,6193
200244,,,,
200253,5410,5637,5763,5920
200280,6726,6934,7092,7254
200305,4144,4173,4181,4177
200314,3836,3856,3946,3886
200332,6455,6731,7270,7353
200341,3392,3469,3902,4182
200466,3810,3810,3810,3910
200484,13060,13090,13090,13440
200527,2000,2000,2250,2250
200554,3530,3840,3840,5210
200572,6211,6076,6197,6334
200590,7571,8462,8991,9054
200624,14272,16347,16347,23301
200633,12243,14238,12024,13090
200697,,,,
200785,13815,10079,10560,10665
200800,8752,9247,9545,9863
200846,5424,5710,5910,6116
200873,4440,4440,4440,4800
201016,13485,15850,15850,15426
201061,21850,22740,23530,24330
201104,25646,27412,28582,28858
201140,,,,
201177,15500,16010,16690,17336
201195,24230,25260,26396,27060
201283,3798,3908,3908,3452
201371,24044,24930,26154,27426
201399,9768,10668,14793,13222
201432,4228,4528,4686,4850
201441,9060,9704,10164,10514
201469,14705,15155,15605,16085
201548,28480,29310,30450,31364
201645,36238,37648,39120,40490
201654,22304,23500,24400,25496
201672,3600,3852,3978,4200
201690,5294,5480,5672,5870
201751,8090,8340,8590,8840
201821,10750,12200,14305,15505
201858,12380,13780,14604,15255
201867,,,,
201885,9399,10065,10419,10784
201928,4755,5069,5234,4523
201946,4542,4863,5034,5210
201955,5232,5499,5691,5890
201964,14750,15750,16750,17350
201973,2902,2988,3123,3196
202046,31904,32922,33882,35145
202073,36590,39140,41260,43580
202134,7970,8516,9002,9314
202161,13200,13560,13800,13980
202170,25146,26322,27630,29022
202189,,,,
202222,2916,2958,2958,3400
202356,2416,2537,2737,2936
202435,9168,9516,16218,15498
202480,28690,29930,31640,33400
202514,22895,24330,25890,27360
202523,36560,38220,40210,42280
202541,14592,14826,15188,15915
202611,9750,9750,11550,11550
202648,3570,3690,3819,4049
202684,14705,15155,15605,16085
202763,25774,26798,28104,28914
202806,7953,8803,9025,9985
202903,5580,6310,6540,6770
202912,15802,16187,17115,18215
203067,,,,
203085,21330,22780,23670,24580
203128,27135,27135,28950,30190
203155,3669,3795,3993,4191
203289,10800,14660,14660,14660
203313,17148,18048,18048,18048
203331,2700,2790,2880,3225
203368,28840,30250,31710,33180
203386,15760,16755,17375,17375
203447,4938,5110,5288,5472
203456,4938,5110,5288,5472
203465,4938,5110,5288,5472
203474,4938,5110,5288,5472
203483,4938,5110,5288,5472
203492,4938,5110,5288,5472
203517,8726,9030,9346,9672
203526,4938,5110,5288,5472
203535,40980,40900,42630,44420
203544,8770,8784,9168,9425
203580,25296,25674,26550,27368
203599,2819,2916,2917,3116
203678,4229,4313,4441,4710
203720,8140,8140,8140,8140
203739,8150,8140,8140,8140
203748,2483,2570,2679,2877
203757,12240,12696,13176,16950
203775,21080,22444,23420,24536
203845,27066,28340,29690,30950
203881,4064,4164,4236,4016
203960,9250,9960,10440,10920
203997,,,,
204006,4500,4632,4793,4958
204015,4500,4632,4793,4958
204024,12312,12786,13153,13594
204060,11412,12672,12024,12024
204176,15265,15698,16578,17254
204185,23880,24800,25700,26650
204194,20330,21330,22080,22890
204200,22800,23550,24400,25100
204255,3860,4130,4290,4448
204264,19770,20616,21610,22628
204307,12629,12238,12192,14355
204316,8967,10802,11108,12024
204422,2975,3114,3272,3432
204440,3204,3204,3334,3478
204468,22742,23630,24652,25514
204477,,,,
204486,13400,13430,9135,9275
204501,40004,41577,43210,44905
204547,,,,
204592,10763,10778,10778,10778
204608,,,,
204617,24616,25280,26790,28104
204626,,,,
204635,31866,33099,34380,35678
204662,5859,6300,6525,7104
204671,5661,6102,6327,7140
204680,5661,6102,6327,7140
204699,5661,6102,6327,7140
204705,5661,6102,6327,7140
204796,8679,9420,9735,10037
204802,4461,4470,4527,5022
204820,4647,4656,4713,5022
204839,4461,4470,4527,5022
204848,4647,4656,4713,5022
204857,8973,9603,9936,10282
204866,4647,4656,4713,5030
204884,10290,10290,10665,11141
204909,35030,36398,37820,39150
204936,27321,28413,29550,30658
204945,3012,3749,3874,3999
204990,,,,
205027,17417,17939,19239,20026
205054,12916,13271,14650,15588
205124,7500,7500,8100,8100
205179,10271,10832,12300,13475
205203,18260,18808,19520,19970
205391,23155,22455,22622,23179
205443,6132,6546,6762,6988
205470,1620,1735,1951,2216
205513,9650,10970,11090,11570
205522,14115,15215,16895,18000
205531,14115,15215,16895,18000
205559,14115,15090,16895,18000
205568,14115,15215,16895,18000
205610,8971,10807,11108,12024
205647,8997,10834,11108,12024
205692,10600,11750,13325,12020
205708,14100,14200,13325,12020
205717,14225,15225,13325,12020
205726,10500,11750,13325,12020
205841,3048,3258,3372,3528
205887,8550,8982,9414,9936
205957,19650,20320,21220,22180
205966,3390,3633,3633,4032
206002,9504,9504,9504,10944
206011,3712,3845,4045,4244
206048,17730,18390,19124,19890
206084,7926,8491,8788,9275
206093,,,,
206154,5093,5087,7700,7700
206215,,,,
206224,11671,11671,11671,13227
206279,11012,11132,11472,11664
206288,,,,
206330,20130,20838,21566,21566
206349,23000,23940,24910,25790
206394,16050,16290,16497,16872
206437,21240,22410,23765,24690
206446,3555,3808,3943,4140
206491,12470,12470,12470,13250
206507,24286,25714,26840,27720
206516,,,,
206525,34190,35424,36434,38030
206589,34950,36598,38290,39810
206604,7263,7518,7800,8354
206613,5064,5241,5424,5614
206622,28570,29970,31160,32070
206631,17148,18048,18048,18048
206695,6956,7199,7451,7712
206817,11700,12300,12900,13510
206835,17970,19200,20160,21140
206862,17664,18354,19794,21174
206914,4110,4336,4590,4770
206923,2104,2216,2332,2664
206941,4223,4456,4718,5092
206996,2091,2091,2287,2539
207041,4271,4482,4703,4957
207050,2856,3006,3200,3200
207069,2903,3030,3180,3330
207157,9900,10600,10640,10926
207209,3827,3831,4112,4255
207236,2840,2990,3200,4036
207254,14570,15000,15000,15450
207263,4155,4385,4602,4857
207281,2303,2526,2670,2845
207290,2640,2778,3040,3194
207306,4247,4479,4968,5347
207315,,,,
207324,16366,17456,18456,18800
207342,,,,
207351,4241,4894,5704,6390
207388,6202,6779,7107,7442
207397,2336,2419,2559,2661
207403,17562,18608,19756,20796
207449,2521,2659,2850,2974
207458,24050,25760,27500,27500
207500,7483,7864,8325,8706
207564,3705,3795,4050,4215
207582,19106,20054,20756,21576
207625,,,,
207661,4277,4513,4777,5047
207670,2520,2660,2835,2955
207689,17194,17516,19705,20765
207722,3552,3744,3744,4320
207740,2848,3000,3231,3330
207847,4416,4652,4904,5060
207856,10700,10700,12350,14025
207865,4110,4335,4800,5175
207935,2204,2313,2450,2546
207962,,,,
207971,27237,28735,31551,33095
208035,2750,2750,2964,3097
208239,16962,17416,17616,17616
208275,3068,3215,3662,3872
208318,2499,2643,2907,3195
208390,3510,3645,3915,4050
208406,3465,3555,3758,3908
208415,2808,2952,3453,4104
208479,,,,
208488,23110,24114,25650,26650
208512,,,,
208646,6456,6639,7046,7238
208725,10923,12430,13190,13590
208822,26180,27970,29380,30230
208965,17148,18048,18048,18048
209038,3229,3418,3456,3682
209056,35233,36632,38500,40330
209065,29054,30604,32416,34328
209074,3108,3234,3822,4032
209108,16920,17730,18405,18945
209241,17402,17749,17927,18464
209250,3521,3769,4219,4579
209287,14520,14280,20240,21240
209296,,,,
209409,22900,22900,23600,24780
209445,,,,
209490,,,,
209506,6570,7260,7889,7852
209533,21707,21973,24271,24900
209542,6727,7115,7600,8138
209551,7430,8190,8789,9310
209603,24268,27926,30730,32064
209612,29966,31702,33612,35260
209746,2944,3016,3124,3232
209807,6764,7130,7764,7653
209825,31996,33538,35740,37404
209922,39700,41200,42800,44460
209940,2922,2994,3609,3681
210076,10664,11023,12237,13946
210146,6252,6444,6840,7109
210155,3979,4189,4538,4764
210234,3825,4095,4455,4680
210270,3540,3608,3878,4107
210304,17110,17604,18290,19030
210331,23220,24380,25406,26431
210359,14164,14740,14212,14212
210368,,,,
210401,35610,37361,39012,40874
210429,6813,7410,8076,8529
210438,,,,
210483,,,,
210492,11991,15540,16074,16878
210571,31600,32740,33990,35320
210605,2720,2720,3099,3312
210669,33560,34810,36190,37610
210739,27000,28000,29000,30150
210775,24350,25480,26630,27950
210809,,,,
210890,19200,19590,19730,19830
210906,16940,17444,17544,17544
210942,17425,17920,18120,18120
210951,,,,
210960,17178,17632,17832,17832
211024,16620,17340,18260,19030
211079,2724,2796,3570,3780
211088,31260,32720,34150,35620
211130,,,,
211149,,,,
211158,7110,7456,8082,8344
211200,14160,14560,14820,15300
211273,38034,39360,40824,42246
211291,40816,42342,43866,45378
211307,3546,3742,4022,3722
211316,,,,
211343,2970,3120,3240,3390
211352,31030,32084,33176,29000
211361,7676,8312,8912,9379
211370,,,,
211398,10140,10740,11205,12630
211431,21720,22600,23504,24438
211440,40920,42136,44010,45760
211468,28135,28967,30110,31596
211477,13845,14400,14991,15705
211556,28290,29188,30312,31532
211583,27100,28200,29200,30165
211608,7360,7718,8404,8602
211617,,,,
211644,7380,7723,8340,9090
211750,,,,
211820,,,,
211893,2290,2290,2300,2350
211909,10000,11600,11600,13050
211927,3940,4120,4330,4660
211981,27742,29284,30704,31746
212009,40114,41520,43060,44551
212018,,,,
212045,17939,18171,19114,18681
212054,31835,33000,34505,36090
212072,9930,9930,10305,10755
212090,13048,13826,12996,12996
212106,26468,27502,28671,30034
212115,7394,7778,8351,8758
212133,23815,24600,25850,27174
212160,7316,7730,8360,8578
212197,31800,33250,34830,36550
212425,9052,9364,9364,9772
212434,12025,12769,12769,13245
212443,,,,
212577,39980,41140,42610,44360
212601,24269,24582,25522,26526
212656,21400,22236,23330,24480
212674,39140,41070,42610,44210
212771,,,,
212805,12590,13088,13598,14212
212832,24180,25610,27120,28190
212869,18250,18950,19880,20050
212878,3480,3835,4950,5055
212911,39085,40624,42208,43702
212975,16836,16836,16836,16836
212984,22460,23520,24640,25590
212993,12715,13615,14550,14600
213002,,,,
213011,26540,27870,28850,29000
213020,7209,7571,8362,8672
213057,935,8975,11115,9275
213233,15305,15872,16462,16630
213251,31550,32820,34090,35780
213303,18420,19020,19620,20400
213321,25644,26644,27680,29174
213349,7397,7732,8359,8596
213358,21638,22476,23160,24058
213367,32700,33700,35240,36650
213376,11160,11460,11780,12280
213385,38490,39815,41358,42980
213400,15840,16560,17160,17740
213446,,,,
213473,9775,9915,8550,8910
213507,30490,31620,33200,34470
213525,3030,3120,3240,3390
213534,13901,10387,10120,10120
213543,38630,39780,40960,42220
213570,,,,
213589,,,,
213598,8222,8472,9062,9590
213613,7201,7540,8239,8564
213631,,,,
213640,,,,
213659,3090,3090,3150,3600
213668,29894,30800,31818,32756
213686,5820,6350,6350,6720
213774,12626,13238,13816,14620
213783,7756,8058,8654,8926
213826,26270,27150,28175,29380
213914,13640,13800,14080,14116
213987,24351,26346,27657,29037
213996,26700,27480,28356,29460
214023,24144,24144,24194,24194
214041,7147,7700,8361,8600
214069,24050,24990,25990,27230
214111,3270,3510,3750,4050
214148,29104,30268,31478,32738
214157,31250,32177,33446,34484
214166,17280,18000,18750,19520
214175,36990,38380,39915,41510
214254,,,,
214272,21360,22256,23350,24232
214290,,,,
214315,11325,11775,11775,12515
214379,3180,3270,3420,3570
214528,,,,
214564,,,,
214582,10350,10800,11400,12300
214591,12750,13250,13636,13900
214607,,,,
214616,,,,
214625,12200,12678,13048,13300
214634,12050,12522,12994,13244
214643,12150,12616,12994,13238
214652,12110,12596,12966,13230
214661,,,,
214670,12250,12720,13094,13350
214689,12750,13250,13636,13900
214698,12250,12730,13102,13350
214704,12750,13250,13636,13900
214713,12750,13240,13628,13900
214731,12150,12730,13102,13356
214740,12130,12596,12994,13244
214759,12150,12616,13040,13300
214768,12200,12678,13048,13300
214777,14416,15250,15984,16444
214786,12250,12730,13102,13356
214795,12250,12730,13102,13356
214801,12250,12730,13102,13356
214810,12150,12626,12994,13238
214829,12110,12596,12966,13238
214838,6720,7008,7464,8240
214883,14850,15300,15900,16500
214892,20000,20600,20600,20600
214944,,,,
214971,23366,25220,27210,29100
215053,17280,18180,18980,19680
215062,38970,40514,42098,43738
215099,27618,28990,30546,32064
215105,31000,32200,33500,34840
215114,19072,20197,20888,21705
215123,,,,
215132,29630,30794,32148,33406
215239,4140,4320,4620,4800
215266,11722,12046,12496,12890
215275,11852,12176,12626,12890
215284,11754,12078,12528,12892
215293,14154,14936,16132,16590
215309,10430,10722,11118,11324
215381,13650,14505,14865,14865
215390,,,,
215415,14400,14760,15055,15356
215424,,,,
215433,12335,13460,22915,26950
215442,21334,22500,23720,25190
215585,3690,3870,4110,4350
215619,,,,
215628,,,,
215637,21350,21975,22575,22925
215646,,,,
215655,20560,21550,23038,24064
215682,11630,12230,12230,12790
215691,26250,27730,29050,30450
215743,25554,26534,27808,28878
215770,34090,35230,36640,37830
215798,26321,27365,28804,29846
215813,,,,
215929,33124,34536,35992,37456
215947,26622,27548,28354,29050
215992,8175,8365,9079,8985
216010,7444,8056,8856,9154
216038,7235,7666,8505,8748
216047,15190,18228,18775,19150
216083,13578,14358,14961,14991
216278,32450,34070,35860,37280
216287,37860,39600,41150,43080
216296,6250,6530,6830,7030
216311,7600,8100,8100,8100
216339,11764,12424,13596,13596
216348,,,,
216357,22588,23728,24856,26012
216366,,,,
216418,13740,13800,13000,13818
216427,14202,14876,15604,15998
216436,14353,14923,15651,16118
216445,14212,14866,15594,15960
216454,14311,14945,15673,16152
216463,,,,
216524,38670,40120,41820,43270
216542,14987,16325,17377,18367
216551,23560,25210,25360,25360
216597,38820,39930,41110,42740
216667,32895,34610,36420,38310
216694,17760,18410,19090,19810
216764,7211,7680,8274,8620
216782,12320,11818,13121,12774
216807,28040,29320,30510,31510
216816,,,,
216825,2700,2790,2910,3330
216852,31840,33270,34762,36382
216931,26010,27178,28210,29326
216986,11625,11250,11250,11975
217013,26930,28220,29340,29360
217040,9500,8000,7600,7700
217059,14460,15140,15880,16520
217077,,,,
217086,12120,12120,12120,12120
217156,38848,40820,42230,43758
217165,32106,33357,34624,35991
217235,23490,24429,25407,26412
217305,18210,18960,19935,20685
217402,33120,39435,40975,42206
217420,6408,6986,7268,7598
217475,3376,3652,3676,3950
217484,9528,10476,11366,12450
217493,36659,38295,39777,41332
217518,28700,29718,30908,31618
217536,30000,31450,32800,33950
217606,8470,9225,9980,9980
217615,3626,3706,3722,3917
217624,10884,10884,11940,12140
217633,19212,19950,20910,21730
217688,19278,19854,20840,21440
217712,3382,3506,3604,3772
217721,15590,16370,17190,18254
217749,12130,12530,12730,13090
217776,18700,19500,20550,21450
217819,8988,10314,9616,9918
217837,3270,3342,3438,3534
217864,8735,9871,10216,10523
217873,12666,13168,13370,14528
217882,11078,11908,12304,12674
217891,3635,4535,4535,4635
217907,19588,20548,22200,23640
217925,16875,17395,18065,18745
217934,23480,24060,25050,26030
217961,25230,26138,27320,28276
217989,2398,2594,2594,2662
217998,24945,26775,28460,29790
218025,3302,3422,3526,3766
218043,9420,9420,9420,9420
218061,7960,8480,8802,9066
218070,36656,38088,39560,41532
218089,2400,2600,2600,2600
218113,3492,3636,3748,3866
218140,3206,3446,3530,3530
218229,8760,9154,9504,9792
218238,18300,19200,20000,21000
218265,,,,
218335,,,,
218353,3658,3728,3766,3788
218399,9901,10290,10530,10840
218414,21470,22518,22925,23575
218441,12264,12820,13396,13936
218487,3218,3349,3469,3469
218520,3440,3632,3523,3664
218539,28880,30180,31280,32680
218645,7950,8424,8750,9024
218654,7330,8020,8158,8558
218663,9156,9786,10168,10488
218672,5528,5888,6092,6284
218681,5528,5888,6092,6284
218690,5528,5888,6092,6284
218706,5528,5888,6092,6284
218724,8950,9390,9760,9760
218733,8462,8898,9258,9258
218742,8812,9242,9596,9892
218751,,,,
218821,12948,13584,14118,15113
218830,3434,3576,3636,3735
218858,3320,3380,3476,3592
218885,3168,3365,3570,3648
218894,3450,3530,3600,3710
218919,10164,10780,10780,10780
218955,3042,3264,3438,3540
218964,11606,12176,12656,13266
218973,30280,31710,33190,34555
218991,3352,3496,3628,4048
219000,23550,25104,26590,27780
219046,6641,6951,7424,7320
219055,9065,9372,9762,10260
219082,6165,6455,6897,7212
219091,19000,19850,20810,21750
219143,4982,5236,5776,6155
219189,4542,4860,5320,5160
219198,18908,19932,20656,22130
219204,11471,12038,12549,11811
219213,11390,11795,12023,11379
219240,,,,
219259,6063,6351,6951,7269
219277,2396,2396,2396,2396
219295,14425,15135,15435,16205
219347,6830,7130,8820,9370
219356,6155,6444,6887,7404
219374,3154,3154,3154,3154
219383,20290,21890,22850,23740
219408,3960,3960,4110,4110
219426,3390,3606,3864,4176
219471,6468,6762,7209,7704
219480,4680,4860,5310,5630
219505,4800,6194,8594,9372
219578,17380,18330,19050,19800
219602,5808,6048,6432,6648
219639,9730,10270,10660,11830
219709,22360,23680,24960,26130
219718,12242,12242,13552,14520
219790,17860,18620,19550,20150
219806,18702,20562,21778,22652
219824,2992,3290,3411,3555
219833,23730,24870,26110,27290
219842,,,,
219879,2913,3101,3365,3509
219888,2905,3073,3367,3511
219903,,,,
219949,17430,18256,19200,20200
219976,20490,22000,23494,24754
220002,14150,15030,16710,18000
220057,2934,3103,3387,3531
220075,5533,5823,6271,6715
220118,7387,9160,9160,9265
220136,,,,
220181,17060,18358,19462,20002
220206,10996,11646,11646,12348
220215,14998,15922,17081,20468
220312,13430,15300,17300,18340
220400,2953,3193,3364,3508
220464,8920,9290,9546,9770
220473,8610,9100,9630,10250
220516,21880,22908,24052,24960
220552,15525,16500,17600,18375
220598,8000,8000,8220,8560
220604,10298,10298,10298,10680
220613,11660,12220,12680,13370
220631,15120,16200,17720,18740
220701,18638,19518,20582,21368
220710,27971,29473,29924,30522
220792,,,,
220808,22600,23950,25050,26250
220862,6458,6780,7390,7904
220871,,,,
220941,8256,8621,8621,9260
220978,5988,6298,6754,7210
220996,,,,
221014,21860,23520,25260,26760
221096,2923,3105,3372,3516
221148,,,,
221184,2889,3057,3321,3465
221254,19735,21900,23952,25000
221351,33710,34580,36464,38092
221397,2945,3113,3387,3525
221485,2949,3117,3381,3544
221519,34172,35862,32292,34714
221643,2958,3130,3414,3558
221661,17112,17712,18324,19124
221670,,,,
221731,18600,19100,19700,21200
221740,5656,6062,6718,7212
